CO_MUNICIPIO,NOME,UF
270500,MATA GRANDE,AL
270510,MATRIZ DE CAMARAGIBE,AL
270520,MESSIAS,AL
270530,MINADOR DO NEGRAO,AL
270540,MONTEIROPOLIS,AL
270550,MURICI,AL
270560,NOVO LINO,AL
270570,OLHO D'AGUA DAS FLORES,AL
270580,OLHO D'AGUA DO CASADO,AL
270590,OLHO D'AGUA GRANDE,AL
270600,OLIVENCA,AL
270610,OURO BRANCO,AL
270620,PALESTINA,AL
270630,PALMEIRA DOS INDIOS,AL
270640,PAO DE ACUCAR,AL
270642,PARICONHA,AL
270644,PARIPUEIRA,AL
270650,PASSO DE CAMARAGIBE,AL
270660,PAULO JACINTO,AL
270670,PENEDO,AL
270680,PIACABUCU,AL
270690,PILAR,AL
270700,PINDOBA,AL
270710,PIRANHAS,AL
270720,POCO DAS TRINCHEIRAS,AL
270730,PORTO CALVO,AL
270740,PORTO DE PEDRAS,AL
270750,PORTO REAL DO COLEGIO,AL
270760,QUEBRANGULO,AL
270770,RIO LARGO,AL
270780,ROTEIRO,AL
270790,SANTA LUZIA DO NORTE,AL
270800,SANTANA DO IPANEMA,AL
270810,SANTANA DO MUNDAU,AL
270820,SAO BRAS,AL
270830,SAO JOSE DA LAJE,AL
270840,SAO JOSE DA TAPERA,AL
270850,SAO LUIS DO QUITUNDE,AL
270860,SAO MIGUEL DOS CAMPOS,AL
270870,SAO MIGUEL DOS MILAGRES,AL
270880,SAO SEBASTIAO,AL
270890,SATUBA,AL
270895,SENADOR RUI PALMEIRA,AL
270900,TANQUE D'ARCA,AL
270910,TAQUARANA,AL
270915,TEOTONIO VILELA,AL
270920,TRAIPU,AL
270930,UNIAO DOS PALMARES,AL
270940,VICOSA,AL
280010,AMPARO DE SAO FRANCISCO,SE
280020,AQUIDABA,SE
280030,ARACAJU,SE
280040,ARAUA,SE
280050,AREIA BRANCA,SE
280060,BARRA DOS COQUEIROS,SE
280067,BOQUIM,SE
280070,BREJO GRANDE,SE
280100,CAMPO DO BRITO,SE
280110,CANHOBA,SE
280120,CANINDE DE SAO FRANCISCO,SE
280130,CAPELA,SE
280140,CARIRA,SE
280150,CARMOPOLIS,SE
280160,CEDRO DE SAO JOAO,SE
280170,CRISTINAPOLIS,SE
280190,CUMBE,SE
280200,DIVINA PASTORA,SE
280210,ESTANCIA,SE
280220,FEIRA NOVA,SE
280230,FREI PAULO,SE
280240,GARARU,SE
280250,GENERAL MAYNARD,SE
280260,GRACHO CARDOSO,SE
280270,ILHA DAS FLORES,SE
280280,INDIAROBA,SE
280290,ITABAIANA,SE
280300,ITABAIANINHA,SE
280310,ITABI,SE
280320,ITAPORANGA D'AJUDA,SE
280330,JAPARATUBA,SE
280340,JAPOATA,SE
280350,LAGARTO,SE
280360,LARANJEIRAS,SE
280370,MACAMBIRA,SE
280380,MALHADA DOS BOIS,SE
280390,MALHADOR,SE
280400,MARUIM,SE
280410,MOITA BONITA,SE
280420,MONTE ALEGRE DE SERGIPE,SE
280430,MURIBECA,SE
280440,NEOPOLIS,SE
280445,NOSSA SENHORA APARECIDA,SE
280450,NOSSA SENHORA DA GLORIA,SE
280460,NOSSA SENHORA DAS DORES,SE
280470,NOSSA SENHORA DE LOURDES,SE
280480,NOSSA SENHORA DO SOCORRO,SE
280490,PACATUBA,SE
280500,PEDRA MOLE,SE
280510,PEDRINHAS,SE
280520,PINHAO,SE
280530,PIRAMBU,SE
280540,POCO REDONDO,SE
280550,POCO VERDE,SE
280560,PORTO DA FOLHA,SE
280570,PROPRIA,SE
280580,RIACHAO DO DANTAS,SE
280590,RIACHUELO,SE
280600,RIBEIROPOLIS,SE
280610,ROSARIO DO CATETE,SE
280620,SALGADO,SE
280630,SANTA LUZIA DO ITANHY,SE
280640,SANTANA DO SAO FRANCISCO,SE
280650,SANTA ROSA DE LIMA,SE
280660,SANTO AMARO DAS BROTAS,SE
280670,SAO CRISTOVAO,SE
280680,SAO DOMINGOS,SE
280690,SAO FRANCISCO,SE
280700,SAO MIGUEL DO ALEIXO,SE
280710,SIMAO DIAS,SE
280720,SIRIRI,SE
280730,TELHA,SE
280740,TOBIAS BARRETO,SE
280750,TOMAR DO GERU,SE
280760,UMBAUBA,SE
290010,ABAIRA,BA
290020,ABARE,BA
290030,ACAJUTIBA,BA
290035,ADUSTINA,BA
290040,AGUA FRIA,BA
290050,ERICO CARDOSO,BA
290060,AIQUARA,BA
290070,ALAGOINHAS,BA
290080,ALCOBACA,BA
290090,ALMADINA,BA
290100,AMARGOSA,BA
290110,AMELIA RODRIGUES,BA
290115,AMERICA DOURADA,BA
290120,ANAGE,BA
290130,ANDARAI,BA
290135,ANDORINHA,BA
290140,ANGICAL,BA
290150,ANGUERA,BA
290160,ANTAS,BA
290170,ANTONIO CARDOSO,BA
290180,ANTONIO GONCALVES,BA
290190,APORA,BA
290195,APUAREMA,BA
290200,ARACATU,BA
290205,ARACAS,BA
290210,ARACI,BA
290220,ARAMARI,BA
290225,ARATACA,BA
290230,ARATUIPE,BA
290240,AURELINO LEAL,BA
290250,BAIANOPOLIS,BA
290260,BAIXA GRANDE,BA
290265,BANZAE,BA
290270,BARRA,BA
290280,BARRA DA ESTIVA,BA
290290,BARRA DO CHOCA,BA
290300,BARRA DO MENDES,BA
290310,BARRA DO ROCHA,BA
290320,BARREIRAS,BA
290323,BARRO ALTO,BA
290327,BARROCAS,BA
290330,BARRO PRETO,BA
290340,BELMONTE,BA
290350,BELO CAMPO,BA
290360,BIRITINGA,BA
290370,BOA NOVA,BA
290380,BOA VISTA DO TUPIM,BA
290390,BOM JESUS DA LAPA,BA
290395,BOM JESUS DA SERRA,BA
290400,BONINAL,BA
290405,BONITO,BA
290410,BOQUIRA,BA
290420,BOTUPORA,BA
290430,BREJOES,BA
290440,BREJOLANDIA,BA
290450,BROTAS DE MACAUBAS,BA
290460,BRUMADO,BA
290470,BUERAREMA,BA
290475,BURITIRAMA,BA
290480,CAATIBA,BA
290485,CABACEIRAS DO PARAGUACU,BA
290490,CACHOEIRA,BA
290500,CACULE,BA
290510,CAEM,BA
290515,CAETANOS,BA
290520,CAETITE,BA
290530,CAFARNAUM,BA
290540,CAIRU,BA
290550,CALDEIRAO GRANDE,BA
290560,CAMACAN,BA
290570,CAMACARI,BA
290580,CAMAMU,BA
290590,CAMPO ALEGRE DE LOURDES,BA
290600,CAMPO FORMOSO,BA
290610,CANAPOLIS,BA
290620,CANARANA,BA
290630,CANAVIEIRAS,BA
290640,CANDEAL,BA
290650,CANDEIAS,BA
290660,CANDIBA,BA
290670,CANDIDO SALES,BA
290680,CANSANCAO,BA
290682,CANUDOS,BA
290685,CAPELA DO ALTO ALEGRE,BA
290687,CAPIM GROSSO,BA
290689,CARAIBAS,BA
290690,CARAVELAS,BA
290700,CARDEAL DA SILVA,BA
290710,CARINHANHA,BA
290720,CASA NOVA,BA
290730,CASTRO ALVES,BA
290740,CATOLANDIA,BA
290750,CATU,BA
290755,CATURAMA,BA
290760,CENTRAL,BA
290770,CHORROCHO,BA
290780,CICERO DANTAS,BA
290790,CIPO,BA
290800,COARACI,BA
290810,COCOS,BA
290820,CONCEICAO DA FEIRA,BA
290830,CONCEICAO DO ALMEIDA,BA
290840,CONCEICAO DO COITE,BA
290850,CONCEICAO DO JACUIPE,BA
290860,CONDE,BA
290870,CONDEUBA,BA
290880,CONTENDAS DO SINCORA,BA
290890,CORACAO DE MARIA,BA
290900,CORDEIROS,BA
290910,CORIBE,BA
290920,CORONEL JOAO SA,BA
290930,CORRENTINA,BA
290940,COTEGIPE,BA
290950,CRAVOLANDIA,BA
290960,CRISOPOLIS,BA
290970,CRISTOPOLIS,BA
290980,CRUZ DAS ALMAS,BA
290990,CURACA,BA
291000,DARIO MEIRA,BA
291005,DIAS D'AVILA,BA
291010,DOM BASILIO,BA
291020,DOM MACEDO COSTA,BA
291030,ELISIO MEDRADO,BA
291040,ENCRUZILHADA,BA
291050,ENTRE RIOS,BA
291060,ESPLANADA,BA
291070,EUCLIDES DA CUNHA,BA
291072,EUNAPOLIS,BA
291075,FATIMA,BA
291077,FEIRA DA MATA,BA
291080,FEIRA DE SANTANA,BA
291085,FILADELFIA,BA
291090,FIRMINO ALVES,BA
291100,FLORESTA AZUL,BA
291110,FORMOSA DO RIO PRETO,BA
291120,GANDU,BA
291125,GAVIAO,BA
291130,GENTIO DO OURO,BA
291140,GLORIA,BA
291150,GONGOGI,BA
291160,GOVERNADOR MANGABEIRA,BA
291165,GUAJERU,BA
291170,GUANAMBI,BA
291180,GUARATINGA,BA
291185,HELIOPOLIS,BA
291190,IACU,BA
291200,IBIASSUCE,BA
291210,IBICARAI,BA
291220,IBICOARA,BA
291230,IBICUI,BA
291240,IBIPEBA,BA
291250,IBIPITANGA,BA
291260,IBIQUERA,BA
291270,IBIRAPITANGA,BA
291280,IBIRAPUA,BA
291290,IBIRATAIA,BA
291300,IBITIARA,BA
291310,IBITITA,BA
291320,IBOTIRAMA,BA
291330,ICHU,BA
291340,IGAPORA,BA
291345,IGRAPIUNA,BA
291350,IGUAI,BA
291360,ILHEUS,BA
291370,INHAMBUPE,BA
291380,IPECAETA,BA
291390,IPIAU,BA
291400,IPIRA,BA
291410,IPUPIARA,BA
291420,IRAJUBA,BA
291430,IRAMAIA,BA
291440,IRAQUARA,BA
291450,IRARA,BA
291460,IRECE,BA
291465,ITABELA,BA
291470,ITABERABA,BA
291480,ITABUNA,BA
291490,ITACARE,BA
291500,ITAETE,BA
291510,ITAGI,BA
291520,ITAGIBA,BA
291530,ITAGIMIRIM,BA
291535,ITAGUACU DA BAHIA,BA
291540,ITAJU DO COLONIA,BA
291550,ITAJUIPE,BA
291560,ITAMARAJU,BA
291570,ITAMARI,BA
291580,ITAMBE,BA
291590,ITANAGRA,BA
291600,ITANHEM,BA
291610,ITAPARICA,BA
291620,ITAPE,BA
291630,ITAPEBI,BA
291640,ITAPETINGA,BA
291650,ITAPICURU,BA
291660,ITAPITANGA,BA
291670,ITAQUARA,BA
291680,ITARANTIM,BA
291685,ITATIM,BA
291690,ITIRUCU,BA
291700,ITIUBA,BA
291710,ITORORO,BA
291720,ITUACU,BA
291730,ITUBERA,BA
291733,IUIU,BA
291735,JABORANDI,BA
291740,JACARACI,BA
291750,JACOBINA,BA
291760,JAGUAQUARA,BA
291770,JAGUARARI,BA
291780,JAGUARIPE,BA
291790,JANDAIRA,BA
291800,JEQUIE,BA
291810,JEREMOABO,BA
291820,JIQUIRICA,BA
291830,JITAUNA,BA
291835,JOAO DOURADO,BA
291840,JUAZEIRO,BA
291845,JUCURUCU,BA
291850,JUSSARA,BA
291855,JUSSARI,BA
291860,JUSSIAPE,BA
291870,LAFAIETE COUTINHO,BA
291875,LAGOA REAL,BA
291880,LAJE,BA
291890,LAJEDAO,BA
291900,LAJEDINHO,BA
291905,LAJEDO DO TABOCAL,BA
291910,LAMARAO,BA
291915,LAPAO,BA
291920,LAURO DE FREITAS,BA
291930,LENCOIS,BA
291940,LICINIO DE ALMEIDA,BA
291950,LIVRAMENTO DE NOSSA SENHORA,BA
291955,LUIS EDUARDO MAGALHAES,BA
291960,MACAJUBA,BA
291970,MACARANI,BA
291980,MACAUBAS,BA
291990,MACURURE,BA
291992,MADRE DE DEUS,BA
291995,MAETINGA,BA
292000,MAIQUINIQUE,BA
292010,MAIRI,BA
292020,MALHADA,BA
292030,MALHADA DE PEDRAS,BA
292040,MANOEL VITORINO,BA
292045,MANSIDAO,BA
292050,MARACAS,BA
292060,MARAGOGIPE,BA
292070,MARAU,BA
292080,MARCIONILIO SOUZA,BA
292090,MASCOTE,BA
292100,MATA DE SAO JOAO,BA
292105,MATINA,BA
292110,MEDEIROS NETO,BA
292120,MIGUEL CALMON,BA
292130,MILAGRES,BA
292140,MIRANGABA,BA
292145,MIRANTE,BA
292150,MONTE SANTO,BA
292160,MORPARA,BA
292170,MORRO DO CHAPEU,BA
292180,MORTUGABA,BA
292190,MUCUGE,BA
292200,MUCURI,BA
292205,MULUNGU DO MORRO,BA
292210,MUNDO NOVO,BA
292220,MUNIZ FERREIRA,BA
292225,MUQUEM DE SAO FRANCISCO,BA
292230,MURITIBA,BA
292240,MUTUIPE,BA
292250,NAZARE,BA
292260,NILO PECANHA,BA
292265,NORDESTINA,BA
292270,NOVA CANAA,BA
292273,NOVA FATIMA,BA
292275,NOVA IBIA,BA
292280,NOVA ITARANA,BA
292285,NOVA REDENCAO,BA
292290,NOVA SOURE,BA
292300,NOVA VICOSA,BA
292303,NOVO HORIZONTE,BA
292305,NOVO TRIUNFO,BA
292310,OLINDINA,BA
292320,OLIVEIRA DOS BREJINHOS,BA
292330,OURICANGAS,BA
292335,OUROLANDIA,BA
292340,PALMAS DE MONTE ALTO,BA
292350,PALMEIRAS,BA
292360,PARAMIRIM,BA
292370,PARATINGA,BA
292380,PARIPIRANGA,BA
292390,PAU BRASIL,BA
292400,PAULO AFONSO,BA
292405,PE DE SERRA,BA
292410,PEDRAO,BA
292420,PEDRO ALEXANDRE,BA
292430,PIATA,BA
292440,PILAO ARCADO,BA
292450,PINDAI,BA
292460,PINDOBACU,BA
292465,PINTADAS,BA
292467,PIRAI DO NORTE,BA
292470,PIRIPA,BA
292480,PIRITIBA,BA
292490,PLANALTINO,BA
292500,PLANALTO,BA
292510,POCOES,BA
292520,POJUCA,BA
292525,PONTO NOVO,BA
292530,PORTO SEGURO,BA
292540,POTIRAGUA,BA
292550,PRADO,BA
292560,PRESIDENTE DUTRA,BA
292570,PRESIDENTE JANIO QUADROS,BA
292575,PRESIDENTE TANCREDO NEVES,BA
292580,QUEIMADAS,BA
292590,QUIJINGUE,BA
292593,QUIXABEIRA,BA
292595,RAFAEL JAMBEIRO,BA
292600,REMANSO,BA
292610,RETIROLANDIA,BA
292620,RIACHAO DAS NEVES,BA
292630,RIACHAO DO JACUIPE,BA
292640,RIACHO DE SANTANA,BA
292650,RIBEIRA DO AMPARO,BA
292660,RIBEIRA DO POMBAL,BA
292665,RIBEIRAO DO LARGO,BA
292670,RIO DE CONTAS,BA
292680,RIO DO ANTONIO,BA
292690,RIO DO PIRES,BA
292700,RIO REAL,BA
292710,RODELAS,BA
292720,RUY BARBOSA,BA
292730,SALINAS DA MARGARIDA,BA
292740,SALVADOR,BA
292750,SANTA BARBARA,BA
292760,SANTA BRIGIDA,BA
292770,SANTA CRUZ CABRALIA,BA
292780,SANTA CRUZ DA VITORIA,BA
292790,SANTA INES,BA
292800,SANTALUZ,BA
292805,SANTA LUZIA,BA
292810,SANTA MARIA DA VITORIA,BA
292820,SANTANA,BA
292830,SANTANOPOLIS,BA
292840,SANTA RITA DE CASSIA,BA
292850,SANTA TERESINHA,BA
292860,SANTO AMARO,BA
292870,SANTO ANTONIO DE JESUS,BA
292880,SANTO ESTEVAO,BA
292890,SAO DESIDERIO,BA
292895,SAO DOMINGOS,BA
292900,SAO FELIX,BA
292905,SAO FELIX DO CORIBE,BA
292910,SAO FELIPE,BA
292920,SAO FRANCISCO DO CONDE,BA
292925,SAO GABRIEL,BA
292930,SAO GONCALO DOS CAMPOS,BA
292935,SAO JOSE DA VITORIA,BA
292937,SAO JOSE DO JACUIPE,BA
292940,SAO MIGUEL DAS MATAS,BA
292950,SAO SEBASTIAO DO PASSE,BA
292960,SAPEACU,BA
292970,SATIRO DIAS,BA
292975,SAUBARA,BA
292980,SAUDE,BA
292990,SEABRA,BA
293000,SEBASTIAO LARANJEIRAS,BA
293010,SENHOR DO BONFIM,BA
293015,SERRA DO RAMALHO,BA
293020,SENTO SE,BA
293030,SERRA DOURADA,BA
293040,SERRA PRETA,BA
293050,SERRINHA,BA
293060,SERROLANDIA,BA
293070,SIMOES FILHO,BA
293075,SITIO DO MATO,BA
293076,SITIO DO QUINTO,BA
293077,SOBRADINHO,BA
293080,SOUTO SOARES,BA
293090,TABOCAS DO BREJO VELHO,BA
293100,TANHACU,BA
293105,TANQUE NOVO,BA
293110,TANQUINHO,BA
293120,TAPEROA,BA
293130,TAPIRAMUTA,BA
293135,TEIXEIRA DE FREITAS,BA
293140,TEODORO SAMPAIO,BA
293150,TEOFILANDIA,BA
293160,TEOLANDIA,BA
293170,TERRA NOVA,BA
293180,TREMEDAL,BA
293190,TUCANO,BA
293200,UAUA,BA
293210,UBAIRA,BA
293220,UBAITABA,BA
293230,UBATA,BA
293240,UIBAI,BA
293245,UMBURANAS,BA
293250,UNA,BA
293260,URANDI,BA
293270,URUCUCA,BA
293280,UTINGA,BA
293290,VALENCA,BA
293300,VALENTE,BA
293305,VARZEA DA ROCA,BA
293310,VARZEA DO POCO,BA
293315,VARZEA NOVA,BA
293317,VARZEDO,BA
293320,VERA CRUZ,BA
293325,VEREDA,BA
293330,VITORIA DA CONQUISTA,BA
293340,WAGNER,BA
293345,WANDERLEY,BA
293350,WENCESLAU GUIMARAES,BA
293360,XIQUE-XIQUE,BA
310010,ABADIA DOS DOURADOS,MG
310020,ABAETE,MG
310030,ABRE CAMPO,MG
310040,ACAIACA,MG
310050,ACUCENA,MG
310060,AGUA BOA,MG
310070,AGUA COMPRIDA,MG
310080,AGUANIL,MG
310090,AGUAS FORMOSAS,MG
310100,AGUAS VERMELHAS,MG
310110,AIMORES,MG
310120,AIURUOCA,MG
310130,ALAGOA,MG
310140,ALBERTINA,MG
310150,ALEM PARAIBA,MG
310160,ALFENAS,MG
310163,ALFREDO VASCONCELOS,MG
310170,ALMENARA,MG
310180,ALPERCATA,MG
310190,ALPINOPOLIS,MG
310200,ALTEROSA,MG
310205,ALTO CAPARAO,MG
310210,ALTO RIO DOCE,MG
310220,ALVARENGA,MG
310230,ALVINOPOLIS,MG
310240,ALVORADA DE MINAS,MG
310250,AMPARO DO SERRA,MG
310260,ANDRADAS,MG
310270,CACHOEIRA DE PAJEU,MG
310280,ANDRELANDIA,MG
310285,ANGELANDIA,MG
310290,ANTONIO CARLOS,MG
310300,ANTONIO DIAS,MG
310310,ANTONIO PRADO DE MINAS,MG
310320,ARACAI,MG
310330,ARACITABA,MG
310340,ARACUAI,MG
310350,ARAGUARI,MG
310360,ARANTINA,MG
310370,ARAPONGA,MG
310375,ARAPORA,MG
310380,ARAPUA,MG
310390,ARAUJOS,MG
310400,ARAXA,MG
310410,ARCEBURGO,MG
310420,ARCOS,MG
310430,AREADO,MG
310440,ARGIRITA,MG
310445,ARICANDUVA,MG
310450,ARINOS,MG
310460,ASTOLFO DUTRA,MG
310470,ATALEIA,MG
310480,AUGUSTO DE LIMA,MG
310490,BAEPENDI,MG
310500,BALDIM,MG
310510,BAMBUI,MG
310520,BANDEIRA,MG
310530,BANDEIRA DO SUL,MG
310540,BARAO DE COCAIS,MG
310550,BARAO DE MONTE ALTO,MG
310560,BARBACENA,MG
310570,BARRA LONGA,MG
310590,BARROSO,MG
310600,BELA VISTA DE MINAS,MG
310610,BELMIRO BRAGA,MG
310620,BELO HORIZONTE,MG
310630,BELO ORIENTE,MG
310640,BELO VALE,MG
310650,BERILO,MG
310660,BERTOPOLIS,MG
310665,BERIZAL,MG
310670,BETIM,MG
310680,BIAS FORTES,MG
310690,BICAS,MG
310700,BIQUINHAS,MG
310710,BOA ESPERANCA,MG
310720,BOCAINA DE MINAS,MG
310730,BOCAIUVA,MG
310740,BOM DESPACHO,MG
310750,BOM JARDIM DE MINAS,MG
310760,BOM JESUS DA PENHA,MG
310770,BOM JESUS DO AMPARO,MG
310780,BOM JESUS DO GALHO,MG
310790,BOM REPOUSO,MG
310800,BOM SUCESSO,MG
310810,BONFIM,MG
310820,BONFINOPOLIS DE MINAS,MG
310825,BONITO DE MINAS,MG
310830,BORDA DA MATA,MG
310840,BOTELHOS,MG
310850,BOTUMIRIM,MG
310855,BRASILANDIA DE MINAS,MG
310860,BRASILIA DE MINAS,MG
310870,BRAS PIRES,MG
310880,BRAUNAS,MG
310890,BRASOPOLIS,MG
310900,BRUMADINHO,MG
310910,BUENO BRANDAO,MG
310920,BUENOPOLIS,MG
310925,BUGRE,MG
310930,BURITIS,MG
310940,BURITIZEIRO,MG
310945,CABECEIRA GRANDE,MG
310950,CABO VERDE,MG
310960,CACHOEIRA DA PRATA,MG
310970,CACHOEIRA DE MINAS,MG
310980,CACHOEIRA DOURADA,MG
310990,CAETANOPOLIS,MG
311000,CAETE,MG
311010,CAIANA,MG
311020,CAJURI,MG
311030,CALDAS,MG
311040,CAMACHO,MG
311050,CAMANDUCAIA,MG
311060,CAMBUI,MG
311070,CAMBUQUIRA,MG
311080,CAMPANARIO,MG
311090,CAMPANHA,MG
311100,CAMPESTRE,MG
311110,CAMPINA VERDE,MG
311115,CAMPO AZUL,MG
311120,CAMPO BELO,MG
311130,CAMPO DO MEIO,MG
311140,CAMPO FLORIDO,MG
311150,CAMPOS ALTOS,MG
311160,CAMPOS GERAIS,MG
311170,CANAA,MG
311180,CANAPOLIS,MG
311190,CANA VERDE,MG
311200,CANDEIAS,MG
311205,CANTAGALO,MG
311210,CAPARAO,MG
311220,CAPELA NOVA,MG
311230,CAPELINHA,MG
311240,CAPETINGA,MG
311250,CAPIM BRANCO,MG
311260,CAPINOPOLIS,MG
311265,CAPITAO ANDRADE,MG
311270,CAPITAO ENEAS,MG
311280,CAPITOLIO,MG
311290,CAPUTIRA,MG
311300,CARAI,MG
311310,CARANAIBA,MG
311320,CARANDAI,MG
311330,CARANGOLA,MG
311340,CARATINGA,MG
311350,CARBONITA,MG
311360,CAREACU,MG
311370,CARLOS CHAGAS,MG
311380,CARMESIA,MG
311390,CARMO DA CACHOEIRA,MG
311400,CARMO DA MATA,MG
311410,CARMO DE MINAS,MG
311420,CARMO DO CAJURU,MG
311430,CARMO DO PARANAIBA,MG
311440,CARMO DO RIO CLARO,MG
311450,CARMOPOLIS DE MINAS,MG
311455,CARNEIRINHO,MG
311460,CARRANCAS,MG
311470,CARVALHOPOLIS,MG
311480,CARVALHOS,MG
311490,CASA GRANDE,MG
311500,CASCALHO RICO,MG
311510,CASSIA,MG
311520,CONCEICAO DA BARRA DE MINAS,MG
311530,CATAGUASES,MG
311535,CATAS ALTAS,MG
311540,CATAS ALTAS DA NORUEGA,MG
311545,CATUJI,MG
311547,CATUTI,MG
311550,CAXAMBU,MG
311560,CEDRO DO ABAETE,MG
311570,CENTRAL DE MINAS,MG
311580,CENTRALINA,MG
311590,CHACARA,MG
311600,CHALE,MG
311610,CHAPADA DO NORTE,MG
311615,CHAPADA GAUCHA,MG
311620,CHIADOR,MG
311630,CIPOTANEA,MG
311640,CLARAVAL,MG
311650,CLARO DOS POCOES,MG
311660,CLAUDIO,MG
311670,COIMBRA,MG
311680,COLUNA,MG
311690,COMENDADOR GOMES,MG
311700,COMERCINHO,MG
311710,CONCEICAO DA APARECIDA,MG
311720,CONCEICAO DAS PEDRAS,MG
311730,CONCEICAO DAS ALAGOAS,MG
311740,CONCEICAO DE IPANEMA,MG
311750,CONCEICAO DO MATO DENTRO,MG
311760,CONCEICAO DO PARA,MG
311770,CONCEICAO DO RIO VERDE,MG
311780,CONCEICAO DOS OUROS,MG
311783,CONEGO MARINHO,MG
311787,CONFINS,MG
311790,CONGONHAL,MG
311800,CONGONHAS,MG
311810,CONGONHAS DO NORTE,MG
311820,CONQUISTA,MG
311830,CONSELHEIRO LAFAIETE,MG
311840,CONSELHEIRO PENA,MG
311850,CONSOLACAO,MG
311860,CONTAGEM,MG
311870,COQUEIRAL,MG
311880,CORACAO DE JESUS,MG
311890,CORDISBURGO,MG
311900,CORDISLANDIA,MG
311910,CORINTO,MG
311920,COROACI,MG
311930,COROMANDEL,MG
311940,CORONEL FABRICIANO,MG
311950,CORONEL MURTA,MG
311960,CORONEL PACHECO,MG
311970,CORONEL XAVIER CHAVES,MG
311980,CORREGO DANTA,MG
311990,CORREGO DO BOM JESUS,MG
311995,CORREGO FUNDO,MG
312000,CORREGO NOVO,MG
312010,COUTO DE MAGALHAES DE MINAS,MG
312015,CRISOLITA,MG
312020,CRISTAIS,MG
312030,CRISTALIA,MG
312040,CRISTIANO OTONI,MG
312050,CRISTINA,MG
312060,CRUCILANDIA,MG
312070,CRUZEIRO DA FORTALEZA,MG
312080,CRUZILIA,MG
312083,CUPARAQUE,MG
312087,CURRAL DE DENTRO,MG
312090,CURVELO,MG
312100,DATAS,MG
312110,DELFIM MOREIRA,MG
312120,DELFINOPOLIS,MG
312125,DELTA,MG
312130,DESCOBERTO,MG
312140,DESTERRO DE ENTRE RIOS,MG
312150,DESTERRO DO MELO,MG
312160,DIAMANTINA,MG
312170,DIOGO DE VASCONCELOS,MG
312180,DIONISIO,MG
312190,DIVINESIA,MG
312200,DIVINO,MG
312210,DIVINO DAS LARANJEIRAS,MG
312220,DIVINOLANDIA DE MINAS,MG
312230,DIVINOPOLIS,MG
312235,DIVISA ALEGRE,MG
312240,DIVISA NOVA,MG
312245,DIVISOPOLIS,MG
312247,DOM BOSCO,MG
312250,DOM CAVATI,MG
312260,DOM JOAQUIM,MG
312270,DOM SILVERIO,MG
312280,DOM VICOSO,MG
312290,DONA EUSEBIA,MG
312300,DORES DE CAMPOS,MG
312310,DORES DE GUANHAES,MG
312320,DORES DO INDAIA,MG
312330,DORES DO TURVO,MG
312340,DORESOPOLIS,MG
312350,DOURADOQUARA,MG
312352,DURANDE,MG
312360,ELOI MENDES,MG
312370,ENGENHEIRO CALDAS,MG
312380,ENGENHEIRO NAVARRO,MG
312385,ENTRE FOLHAS,MG
312390,ENTRE RIOS DE MINAS,MG
312400,ERVALIA,MG
312410,ESMERALDAS,MG
312420,ESPERA FELIZ,MG
312430,ESPINOSA,MG
312440,ESPIRITO SANTO DO DOURADO,MG
312450,ESTIVA,MG
312460,ESTRELA DALVA,MG
312470,ESTRELA DO INDAIA,MG
312480,ESTRELA DO SUL,MG
312490,EUGENOPOLIS,MG
312500,EWBANK DA CAMARA,MG
312510,EXTREMA,MG
312520,FAMA,MG
312530,FARIA LEMOS,MG
312540,FELICIO DOS SANTOS,MG
312550,SAO GONCALO DO RIO PRETO,MG
312560,FELISBURGO,MG
312570,FELIXLANDIA,MG
312580,FERNANDES TOURINHO,MG
312590,FERROS,MG
312595,FERVEDOURO,MG
312600,FLORESTAL,MG
312610,FORMIGA,MG
312620,FORMOSO,MG
312630,FORTALEZA DE MINAS,MG
312640,FORTUNA DE MINAS,MG
312650,FRANCISCO BADARO,MG
312660,FRANCISCO DUMONT,MG
312670,FRANCISCO SA,MG
312675,FRANCISCOPOLIS,MG
312680,FREI GASPAR,MG
312690,FREI INOCENCIO,MG
312695,FREI LAGONEGRO,MG
312700,FRONTEIRA,MG
312705,FRONTEIRA DOS VALES,MG
312707,FRUTA DE LEITE,MG
312710,FRUTAL,MG
312720,FUNILANDIA,MG
312730,GALILEIA,MG
312733,GAMELEIRAS,MG
312735,GLAUCILANDIA,MG
312737,GOIABEIRA,MG
312738,GOIANA,MG
312740,GONCALVES,MG
312750,GONZAGA,MG
312760,GOUVEIA,MG
312770,GOVERNADOR VALADARES,MG
312780,GRAO MOGOL,MG
312790,GRUPIARA,MG
312800,GUANHAES,MG
312810,GUAPE,MG
312820,GUARACIABA,MG
312825,GUARACIAMA,MG
312830,GUARANESIA,MG
312840,GUARANI,MG
312850,GUARARA,MG
312860,GUARDA-MOR,MG
312870,GUAXUPE,MG
312880,GUIDOVAL,MG
312890,GUIMARANIA,MG
312900,GUIRICEMA,MG
312910,GURINHATA,MG
312920,HELIODORA,MG
312930,IAPU,MG
312940,IBERTIOGA,MG
312950,IBIA,MG
312960,IBIAI,MG
312965,IBIRACATU,MG
312970,IBIRACI,MG
312980,IBIRITE,MG
312990,IBITIURA DE MINAS,MG
313000,IBITURUNA,MG
313005,ICARAI DE MINAS,MG
313010,IGARAPE,MG
313020,IGARATINGA,MG
313030,IGUATAMA,MG
313040,IJACI,MG
